# .PCD v0.7 - Point Cloud Data file format
VERSION 0.7
FIELDS x y z
SIZE 4 4 4
TYPE F F F
COUNT 1 1 1
WIDTH 4161
HEIGHT 1
VIEWPOINT 0 0 0 1 0 0 0
POINTS 4161
DATA ascii
0.00093037938 -0.018955464 0.011485141
0.0030638769 -0.018974997 0.011153024
0.0050005824 -0.01897002 0.010779575
0.0069041471 -0.018867379 0.011032781
0.0090481853 -0.019088725 0.011807985
0.011096534 -0.019006543 0.012571585
0.012981744 -0.018965116 0.013305828
0.015012652 -0.019142997 0.013849914
0.016899273 -0.019061068 0.015314478
0.018861188 -0.019030171 0.015831035
0.020912142 -0.018969985 0.015524196
0.023099203 -0.019136595 0.016227072
0.024988659 -0.019086596 0.016523981
0.02688846 -0.018914513 0.01742862
0.028944844 -0.019016985 0.017398177
0.030833408 -0.018846747 0.018442912
0.033054877 -0.018900231 0.017505761
0.035103269 -0.019030966 0.017354626
0.036687005 -0.018766824 0.017584119
0.039092317 -0.019087741 0.018199734
0.041346829 -0.018492308 0.018609006
0.042222261 -0.018873265 0.017322147
-0.014256659 -0.017066758 0.019794215
-0.01260463 -0.017044226 0.018528216
-0.010984492 -0.017098054 0.01802418
-0.0090188105 -0.017053887 0.016237509
-0.0071864929 -0.017075019 0.015026833
-0.0050623966 -0.017000379 0.01362384
-0.0028924337 -0.017052801 0.012666807
-0.001020071 -0.016966779 0.011864075
0.00095535209 -0.017033031 0.011465688
0.0030781415 -0.01704946 0.011113622
0.0051164483 -0.017044814 0.01128276
0.0070042852 -0.016895054 0.01235137
0.0091363462 -0.017019313 0.012199347
0.011078547 -0.016927024 0.013072092
0.013038088 -0.017002152 0.013860467
0.015117454 -0.016932452 0.015172328
0.017120827 -0.016958168 0.015862392
0.019076368 -0.017028661 0.01610533
0.021038802 -0.016950943 0.01589564
0.022977943 -0.017096272 0.016505517
0.024834143 -0.016934274 0.017081589
0.026965929 -0.016977137 0.017362125
0.028984297 -0.017041605 0.017680794
0.030712832 -0.016976498 0.018390007
0.032878205 -0.01691209 0.017792065
0.034926724 -0.017025759 0.016613115
0.036831785 -0.017153185 0.017628569
0.039121628 -0.016962357 0.018185318
0.041015554 -0.017041197 0.018989172
0.042134386 -0.017442042 0.017447053
-0.012659093 -0.01514755 0.018897943
-0.010848856 -0.015037659 0.018103499
-0.0091091888 -0.015146023 0.016843922
-0.0069920546 -0.015006091 0.015439176
-0.0050206496 -0.015173537 0.0141312
-0.0030616566 -0.015061576 0.013222896
-0.00096239027 -0.014871106 0.012475657
0.0009329156 -0.015073292 0.011873453
0.0029608766 -0.014928999 0.011663251
0.0050018779 -0.014980706 0.011677076
0.0070097554 -0.014957308 0.012384273
0.0090329573 -0.014844046 0.013127366
0.011081723 -0.014746985 0.013852779
0.012993598 -0.015029063 0.014325666
0.015069154 -0.015005474 0.015798373
0.017157862 -0.01499077 0.016173948
0.019021032 -0.014927056 0.016625164
0.021068461 -0.014941171 0.016724247
0.023058949 -0.01490463 0.017076809
0.024911115 -0.014987574 0.017391419
0.026976176 -0.015130547 0.017416196
0.02898323 -0.015112717 0.018094053
0.030819744 -0.015082465 0.017951014
0.03295821 -0.015013495 0.017346669
0.034920737 -0.01475541 0.017038571
0.036901694 -0.015239814 0.017332364
0.038910378 -0.014833763 0.018203039
0.040857919 -0.014869127 0.018734353
-0.012529677 -0.013162168 0.019134456
-0.010839058 -0.01307075 0.018310165
-0.0089721391 -0.013121068 0.017402818
-0.0070432038 -0.013073184 0.015824007
-0.0049814214 -0.013126678 0.014295665
-0.0031225076 -0.012879821 0.013385195
-0.00097603834 -0.012949515 0.012428608
0.0010129338 -0.01287008 0.011779554
0.0029811568 -0.012964432 0.011722862
0.0050324351 -0.013007796 0.011622294
0.0069779009 -0.012939428 0.012477624
0.0090113003 -0.012867079 0.014012646
0.011048406 -0.012883227 0.014822025
0.013173526 -0.012974927 0.016135408
0.015032333 -0.013128662 0.01630971
0.017030343 -0.013039513 0.016758259
0.018896656 -0.013114646 0.01692562
0.020974807 -0.013010401 0.017314248
0.023008525 -0.012961731 0.017514206
0.025061781 -0.013019969 0.017565826
0.02707948 -0.013094669 0.017431803
0.028939754 -0.012979284 0.018134426
0.030798417 -0.013126922 0.018022982
0.032976776 -0.012902789 0.017872911
0.034985404 -0.012811439 0.017424064
0.036941748 -0.013020225 0.017013216
0.038898483 -0.013012614 0.017997896
0.041172452 -0.013029734 0.018732667
-0.01752775 -0.010940856 0.016865995
-0.012416931 -0.011180699 0.019049808
-0.010773925 -0.011104766 0.01849301
-0.0088820234 -0.011073197 0.017224589
-0.0069501586 -0.010975785 0.015951248
-0.0049797278 -0.011022875 0.014287594
-0.0029287527 -0.01096782 0.012813675
-0.00097950676 -0.010995039 0.012252771
0.0009391291 -0.010834898 0.011439445
0.0030944862 -0.010989975 0.011235405
0.0050099581 -0.010941598 0.01166029
0.0069544576 -0.010929078 0.013051935
0.0089980923 -0.010958367 0.014252136
0.010998501 -0.01108281 0.015172329
0.013036459 -0.011018188 0.015959896
0.014872337 -0.011007617 0.016692005
0.017004482 -0.011078099 0.017439246
0.0191378 -0.011073948 0.017942118
0.020914175 -0.011065959 0.017784063
0.023016935 -0.011269541 0.017678356
0.024981931 -0.011099208 0.017856019
0.026892399 -0.010915456 0.017430238
0.028973842 -0.010984265 0.017904274
0.030905709 -0.01115586 0.017827392
0.032949701 -0.011054774 0.017788008
0.035060477 -0.011163914 0.01741576
0.037051827 -0.010932535 0.016995624
0.038850114 -0.011007377 0.017963687
0.040976733 -0.011050739 0.018727016
-0.017395934 -0.0087940227 0.017053355
-0.012393668 -0.0086512966 0.018533986
-0.010762435 -0.0090321219 0.018624544
-0.0090553015 -0.0088212918 0.017689006
-0.007141544 -0.0087806089 0.016163925
-0.0050333529 -0.0090708006 0.013853127
-0.0028600937 -0.009004836 0.011871602
-0.0010032174 -0.0091068652 0.01109049
0.00097649853 -0.009037924 0.0098677147
0.0030461252 -0.0089328112 0.0095224893
0.0051213484 -0.0088618835 0.010873463
0.0069551226 -0.0089201881 0.01233253
0.0088656107 -0.0089652976 0.014079485
0.011049241 -0.0089606745 0.015602904
0.013056633 -0.0090388227 0.016351698
0.015032963 -0.0090286294 0.017598437
0.017174508 -0.0089009143 0.017991055
0.018990347 -0.0089683579 0.018031837
0.021104254 -0.0090853777 0.017969107
0.023009153 -0.0090148011 0.017929098
0.024936581 -0.0089161769 0.01787103
0.027030667 -0.0088139297 0.017376233
0.028987238 -0.0089563821 0.017850807
0.030952509 -0.0089098765 0.017223772
0.033050243 -0.0090738162 0.017508265
0.03483431 -0.0089805154 0.017369675
0.037052091 -0.0090187453 0.016555339
0.038660806 -0.0088768052 0.017433688
0.041091692 -0.0088790134 0.019082399
-0.012446791 -0.0071824403 0.018579578
-0.010596278 -0.0068341871 0.018361546
-0.0089923386 -0.0069308518 0.016959637
-0.0071484591 -0.0070619625 0.015260061
-0.0049819574 -0.0070346482 0.011965297
-0.0029551075 -0.0071882214 0.0092263734
-0.0010519436 -0.0070436057 0.0072795223
0.00088101119 -0.0069913752 0.0066118403
0.0030098325 -0.0070859366 0.0061965529
0.0050523053 -0.0070085209 0.0076796846
0.0070235538 -0.0069259219 0.0099178804
0.0089276005 -0.0069620009 0.012208874
0.010898451 -0.0070718322 0.015369917
0.01310872 -0.0070923674 0.016709805
0.014921091 -0.0070738751 0.017618956
0.017166182 -0.0070714438 0.018046634
0.019082727 -0.0069235009 0.018310862
0.020932695 -0.0069288565 0.01831967
0.022896992 -0.0068200333 0.017891442
0.024889905 -0.0069903266 0.017758219
0.02696719 -0.0069788238 0.01699378
0.02899606 -0.0069383439 0.017188516
0.031183012 -0.0069261822 0.017222626
0.033087365 -0.0070043057 0.017430512
0.034804326 -0.0070080701 0.017518943
0.037021074 -0.0069836844 0.016897487
0.039160244 -0.0070601124 0.017071325
0.041081194 -0.0070895394 0.018713508
0.043167736 -0.0072171795 0.018895037
-0.014149565 -0.005074271 0.01874179
-0.012462338 -0.0048745992 0.019310208
-0.010786748 -0.004782923 0.017143812
-0.0090333326 -0.0049538086 0.015401796
-0.0068449141 -0.0051661925 0.01246936
-0.0050010928 -0.0049404535 0.0083184047
-0.0029553166 -0.0049934159 0.0052906531
-0.00096361531 -0.0050929952 0.0037759198
0.00097950839 -0.0051537263 0.0035417455
0.0029233985 -0.0052007688 0.004160949
0.0050350875 -0.0052238009 0.004580203
0.0070902095 -0.0050704074 0.0056527294
0.0088701574 -0.0049804496 0.0089285467
0.010946223 -0.0050371285 0.013097188
0.013105716 -0.0050769732 0.016428597
0.014924873 -0.0050516087 0.017609298
0.017184818 -0.0053731427 0.018243806
0.019054634 -0.0050014206 0.018359579
0.020801425 -0.0050284979 0.018646076
0.022970991 -0.0049250657 0.01835084
0.025001587 -0.0050893407 0.017952448
0.026901105 -0.005168369 0.017170759
0.028980305 -0.0050224569 0.017218389
0.031118946 -0.0049996078 0.017021226
0.033072814 -0.0049737352 0.017284518
0.034859825 -0.0050143418 0.017490771
0.037052307 -0.0051939632 0.016876392
0.039131783 -0.005029304 0.016796013
0.041162424 -0.0050416756 0.018769059
0.043099318 -0.0053689443 0.018936075
0.044181552 -0.0043998812 0.018720381
-0.019882478 -0.002907929 0.017702157
-0.01549577 -0.0028688549 0.018885965
-0.012817471 -0.0030862975 0.017944353
-0.010929866 -0.0029025793 0.015308186
-0.0089306748 -0.0029376058 0.013764406
-0.0070015318 -0.0029992892 0.0095303515
-0.0051046782 -0.0030059929 0.0061489549
-0.0031070206 -0.0030043281 0.0030339991
-0.001203929 -0.0030685826 0.0016406185
0.00076526671 -0.0030758064 0.0012125979
0.0027093785 -0.0033176187 0.0020268559
0.0050446182 -0.0029816802 0.003258419
0.0070974724 -0.0030483922 0.0038543879
0.0090315547 -0.0030490004 0.0065390277
0.010913013 -0.003063265 0.012400213
0.012986449 -0.0030603248 0.015649738
0.014871207 -0.0030115575 0.017116649
0.016966633 -0.0032003529 0.018439297
0.018994335 -0.0031576022 0.018759398
0.020952988 -0.0031302087 0.018645128
0.022968898 -0.0031216489 0.018212337
0.024971589 -0.0031094039 0.018123847
0.026939271 -0.0029210977 0.017821399
0.028941482 -0.0029677646 0.017152693
0.031074869 -0.0030558994 0.017212255
0.033106528 -0.0029321006 0.017361077
0.034916509 -0.0032450731 0.017058115
0.037117541 -0.0030604487 0.017444668
0.039014559 -0.0030332641 0.017505804
0.04111059 -0.0029937415 0.018666485
0.042720627 -0.0032161588 0.018834433
0.044093676 -0.0029686592 0.018845288
-0.019750666 -0.00076111802 0.017889515
-0.017305965 -0.00020957086 0.01903077
-0.01538296 -0.0010858374 0.019123338
-0.012811105 -0.00088128843 0.01495561
-0.011154014 -0.0010239639 0.013131596
-0.0089664124 -0.00093485398 0.012161889
-0.0070337877 -0.00089786371 0.0080944672
-0.0050577247 -0.001003137 0.0050651142
-0.0031484328 -0.0010791917 0.0028160245
-0.0010594805 -0.0011893935 0.00071036885
0.00059778267 -0.0011093786 0.00069581089
0.0032487423 -0.00096684287 0.00093381875
0.005176614 -0.00064936857 0.0019407427
0.0073905326 -0.0010467735 0.0032395332
0.009100792 -0.0011348282 0.0053856233
0.010791132 -0.0011140623 0.010858985
0.012876851 -0.0011092225 0.015325371
0.014870937 -0.0010404404 0.01711319
0.016826596 -0.0010605558 0.01854701
0.019053405 -0.00096006365 0.018916963
0.020997975 -0.0011969182 0.018637339
0.022932293 -0.0010192951 0.01849398
0.025064565 -0.0011601297 0.017922441
0.027020013 -0.0010004172 0.017445059
0.029065073 -0.00097782223 0.017668761
0.031058274 -0.0010376831 0.017696541
0.033052489 -0.0011933958 0.017605517
0.034918588 -0.0010073168 0.017389551
0.036989678 -0.001006895 0.017334783
0.039057773 -0.0011585056 0.018043527
0.041024297 -0.001007762 0.01878476
0.04290754 -0.00087022193 0.018874161
0.0440058 -0.0015374371 0.018970193
-0.01961885 0.0013857223 0.018076874
-0.016805725 0.0017558916 0.019058989
-0.01500159 0.001112918 0.017044565
-0.012730744 0.0011899157 0.015470836
-0.01094903 0.00090656633 0.013422279
-0.0089567918 0.0008293197 0.010516673
-0.0069810916 0.00085840235 0.0075081661
-0.0049733501 0.0010680843 0.004826765
-0.0030880028 0.0010486263 0.0030269683
-0.0012043652 0.0010303874 0.0015645889
0.00091352075 0.0012499621 0.0010729203
0.0028209754 0.00099483458 0.00093364203
0.0048152651 0.0010756231 0.0016783705
0.007158753 0.0010540909 0.0026726071
0.0089238854 0.00089397054 0.0055868146
0.010914164 0.0010415959 0.011501878
0.013007637 0.0010048972 0.01606247
0.014982064 0.00077710126 0.016974851
0.016751861 0.0012631052 0.018986313
0.019012472 0.0011520984 0.018727651
0.021015273 0.00083891407 0.018604791
0.022939453 0.00096369168 0.018295683
0.024957411 0.00098242157 0.018296381
0.027125517 0.00081180123 0.018103773
0.028958878 0.0011002938 0.018641336
0.031370088 0.00093216356 0.017996054
0.032942925 0.0010178973 0.017560137
0.03505234 0.0012364121 0.017834388
0.037081391 0.0012405952 0.018322598
0.038826983 0.0010027094 0.018708829
0.040839963 0.00094857829 0.019048635
0.042823084 0.00096483802 0.018930774
-0.01882147 0.0027766067 0.018164482
-0.01675836 0.0029565792 0.018538717
-0.014952864 0.0030131494 0.017117912
-0.012588772 0.0028732968 0.016220488
-0.010852788 0.0028638612 0.012649667
-0.0088621676 0.002838847 0.0094484854
-0.0071285577 0.0028468347 0.0080132131
-0.0049688113 0.0029408943 0.0052844943
-0.0032146922 0.0028748347 0.0030416008
-0.001306529 0.0030082858 0.002293491
0.00082516047 0.0028988302 0.0020000136
0.003097275 0.0027708097 0.0015681911
0.0050393716 0.0029394429 0.0025103639
0.0069626421 0.0031646776 0.0027828321
0.0089571057 0.0028766219 0.0065091397
0.010786857 0.0030302103 0.013167515
0.013150752 0.0030113312 0.016956449
0.014977471 0.0028922355 0.017874863
0.01699427 0.0030884317 0.018678509
0.01893446 0.0028900928 0.018740233
0.020956093 0.0028597014 0.019004708
0.022876905 0.0026846253 0.018709192
0.025132412 0.0029311974 0.018799335
0.027198723 0.0031175595 0.018696861
0.029073954 0.0029470904 0.018597644
0.030989043 0.0028935454 0.018927956
0.03295986 0.0031218738 0.018695507
0.035114374 0.0030931123 0.018957751
0.037121285 0.0032245538 0.019125463
0.038879834 0.0031390917 0.019148281
0.040572673 0.0024749304 0.019215578
0.043032654 0.0027159052 0.019307615
-0.020862108 0.0043287538 0.018401273
-0.0194431 0.0042481371 0.018326685
-0.014872332 0.004595649 0.016964095
-0.012676052 0.0048822672 0.014704071
-0.01077121 0.0050126137 0.013978926
-0.0088467412 0.0050240322 0.011743484
-0.007112958 0.0051503847 0.0082826922
-0.005022468 0.0048687863 0.0056681517
-0.0030789522 0.0050118351 0.0044912524
-0.0010645569 0.0050178808 0.0032915899
0.0010359929 0.0049286811 0.0029377665
0.0030101398 0.0048599057 0.002286176
0.005028965 0.0047972915 0.0032290223
0.006792773 0.0049474039 0.0040343371
0.0087405583 0.0051944279 0.010773417
0.010972256 0.0050204839 0.014552576
0.012948538 0.0048859515 0.017977502
0.01506336 0.0048236279 0.018774725
0.017216889 0.0048904843 0.019084312
0.019485975 0.0043947282 0.019100448
0.020923017 0.004253984 0.018789012
0.022632116 0.0047332738 0.019097716
0.024974871 0.0047980952 0.019079221
0.026935002 0.0046184654 0.018770289
0.029424405 0.0047948998 0.019040711
0.030885508 0.0050182813 0.019148717
0.032966584 0.0047152769 0.01879934
0.035352271 0.0051222206 0.019341329
0.037189864 0.0050958418 0.019130334
0.0389865 0.0051658242 0.019290393
0.040816247 0.0040261718 0.019320633
0.042235259 0.0041067884 0.019395223
-0.015204094 0.0065508429 0.017785979
-0.012707005 0.0068798037 0.017140487
-0.010903085 0.0068217539 0.014960028
-0.0092317183 0.0067392751 0.014573642
-0.0069616614 0.0070896014 0.0088245869
-0.0051278439 0.0068828883 0.0077591958
-0.0028486806 0.0069200331 0.0055773868
-0.00093382015 0.0070185456 0.0049380171
0.001076022 0.0069964495 0.0038258755
0.0030094595 0.0069972025 0.0038515832
0.0050933035 0.0069983019 0.0048071714
0.0069747115 0.0069679855 0.006703374
0.0090454901 0.0071483254 0.013585452
0.010806902 0.0069267745 0.016179588
0.012580358 0.0068027684 0.019102138
0.015250457 0.007034922 0.019038383
0.017500103 0.0063044494 0.018675668
0.021461263 0.0074463971 0.019972049
0.027752521 0.0074585369 0.019906115
0.029242493 0.006584757 0.019288924
0.031092174 0.0071203839 0.019243104
0.032798938 0.0066982657 0.019035898
0.035230525 0.00669127 0.019373469
0.037422672 0.0069356086 0.019705318
-0.013391967 0.0087740384 0.018207515
-0.011018064 0.0090950923 0.015903357
-0.0090676202 0.0088455994 0.013813069
-0.0069720857 0.009035456 0.01244189
-0.0048838933 0.0088266553 0.0097484728
-0.0030102099 0.0091250828 0.0078887744
-0.0010059371 0.0089792665 0.0068370323
0.00094370969 0.0090785511 0.0058069136
0.0030544552 0.0090392297 0.0057318863
0.0050228713 0.0089426888 0.0064619929
0.0067847264 0.0088584218 0.0078920862
0.0087566823 0.0091345133 0.013465707
0.010788879 0.0090814773 0.016799575
0.012596682 0.0083139902 0.018868826
0.014779913 0.0087818056 0.017796295
0.027873049 0.0086058099 0.019928087
0.028986249 0.0084930947 0.019707089
0.030099474 0.0083803758 0.019486083
0.033439115 0.0080422238 0.01882307
0.034265012 0.0084843859 0.019941598
-0.012242834 0.011049926 0.017940903
-0.010755216 0.011126318 0.01670322
-0.0087689441 0.010874117 0.016249243
-0.007050266 0.011242766 0.013790538
-0.0051647522 0.010942371 0.012008333
-0.0030830011 0.011033853 0.0096995989
-0.0011488377 0.010913145 0.0083183832
0.00095771876 0.010947072 0.0077295424
0.0031143904 0.011218806 0.0082315095
0.0050860769 0.011014477 0.0092436206
0.0068000196 0.010756445 0.011391375
0.0086303968 0.010803755 0.014200718
0.01073222 0.01102764 0.017420923
0.012483854 0.011003395 0.018833056
-0.012596525 0.012789562 0.018891597
-0.011043868 0.012913817 0.017532986
-0.008761961 0.012983521 0.017721215
-0.0068644923 0.01287439 0.016631866
-0.0050843316 0.01326357 0.013737677
-0.0030858705 0.012744745 0.011352614
-0.00095171062 0.013010143 0.010495958
0.00088399701 0.012857445 0.0095788306
0.0030432008 0.013191037 0.010146927
0.0049938839 0.013075035 0.010856659
0.0070730196 0.012845096 0.012605672
0.0089354888 0.013103894 0.016687687
0.010442086 0.013058143 0.018052917
0.01234142 0.013106667 0.019496206
-0.01051383 0.01496858 0.019263152
-0.0084032705 0.014884631 0.017243108
-0.0070260079 0.01495792 0.017237773
-0.0050013792 0.015004565 0.016220871
-0.002875163 0.014755267 0.012997471
-0.00091122137 0.014973156 0.012223821
0.00087836548 0.014876212 0.011403788
0.0028838969 0.015052419 0.011236042
0.0050313943 0.015015305 0.012140458
0.0068949452 0.015130548 0.013572553
0.0086636329 0.015067995 0.01722995
0.010334855 0.015140744 0.019763544
-0.0085829347 0.017286086 0.018186605
-0.0064700227 0.016746668 0.017175315
-0.0050167087 0.017169354 0.016965009
-0.0027830279 0.016989484 0.015212434
-0.00092432706 0.017026369 0.013543418
0.0009688909 0.016952079 0.013126914
0.0030093992 0.017004274 0.012627092
0.0050253882 0.016727962 0.012416229
0.0065684896 0.017035082 0.015118965
0.0084351394 0.016835243 0.017715247
-0.006675242 0.018727986 0.018494733
-0.0048927818 0.01877708 0.017442413
-0.0031445236 0.018735215 0.016035283
-0.00095887791 0.018942948 0.014440241
0.0010452236 0.019057004 0.014122792
0.0028729071 0.018840494 0.013801312
0.0049361563 0.019039139 0.014686137
0.0068726144 0.018925494 0.015945431
0.0080885654 0.018260928 0.017407719
-0.0067399666 0.020417195 0.019537255
-0.0049058506 0.020921323 0.018612016
-0.0028368039 0.020955084 0.017302245
-0.00098075229 0.020977715 0.016435787
0.0008778167 0.020736171 0.014685038
0.0030778439 0.020874824 0.015104756
0.0049703051 0.02095791 0.015811648
0.006492109 0.021063842 0.015583828
-0.0049780011 0.022976702 0.019794555
-0.0031670528 0.022942452 0.018269671
-0.0010039478 0.022802832 0.016645975
0.0010990356 0.022865571 0.016942663
0.0029985094 0.022869304 0.016296811
0.0048059546 0.022914842 0.016425667
0.0069619017 0.022263294 0.015517633
-0.0050153495 0.024631787 0.019762304
-0.0028913638 0.024800973 0.019377971
-0.0007657801 0.024744513 0.018181281
0.00098955643 0.024868203 0.018077243
0.0028433867 0.024819024 0.017583858
0.0048545529 0.02457791 0.01742493
0.0063681314 0.024403714 0.017848212
-0.0028618218 0.026340315 0.0195657
-0.0010689222 0.026894119 0.019081708
0.0011077102 0.027032008 0.018865649
0.0028052938 0.026962873 0.018219681
0.0046665408 0.027356857 0.018644486
0.0060905386 0.026376439 0.018864384
-0.00043612695 0.028227704 0.018764058
0.0011343207 0.028518714 0.019095689
0.0025085623 0.028904989 0.019690542
-0.0023639624 -0.068363756 0.020763628
-0.00093033328 -0.068382941 0.020572105
-0.010652664 -0.06660784 0.022498872
-0.0088103171 -0.066820696 0.021516185
-0.0066598882 -0.066849485 0.021228908
-0.0023590599 -0.066907063 0.020654358
0.01559072 -0.066354647 0.021169268
0.017029192 -0.066373907 0.0209771
-0.016195334 -0.064653814 0.024716483
-0.014842336 -0.064851351 0.023881784
-0.012976088 -0.065046124 0.023152629
-0.011269354 -0.065056033 0.02288706
-0.0091691744 -0.065153629 0.022387184
-0.0064607612 -0.064228438 0.020546513
-0.002832518 -0.064013176 0.030325385
0.015595639 -0.064892992 0.021059627
0.016999325 -0.064724751 0.021302223
0.01919179 -0.064941138 0.020579213
0.02125066 -0.064759962 0.021599442
0.022697227 -0.064446367 0.022599123
-0.02308418 -0.062593393 0.020315114
-0.021495398 -0.06268847 0.020353157
-0.016923541 -0.063264139 0.024669336
-0.015143516 -0.063400887 0.024046455
-0.013147329 -0.063387997 0.023088193
-0.011180565 -0.063019589 0.022973768
-0.0089302342 -0.062909231 0.02334144
-0.0066388743 -0.062733859 0.023757188
-0.0051921429 -0.063471735 0.028224532
-0.0028435793 -0.063285708 0.023507126
-0.001147864 -0.063155137 0.028388783
0.0007488858 -0.063333273 0.024877239
0.0032559838 -0.063111238 0.022133982
0.0048498553 -0.063185342 0.026707776
0.0068314536 -0.062886693 0.023624763
0.0090356031 -0.062595576 0.025390621
0.011384109 -0.062435411 0.029373383
0.013702031 -0.062146764 0.02815488
0.016992403 -0.062964112 0.021201959
0.018848458 -0.063037708 0.022844626
0.021248151 -0.062669091 0.022023186
0.02284402 -0.062744781 0.022133328
0.02528201 -0.062806137 0.023655672
0.026848057 -0.062077593 0.024665371
-0.024521869 -0.060833946 0.023456741
-0.022713697 -0.060782589 0.024090432
-0.021231949 -0.061047979 0.023650955
-0.019234145 -0.060877007 0.023931475
-0.017042415 -0.060943112 0.023453176
-0.014784455 -0.060833663 0.025580399
-0.012909949 -0.060996443 0.023846354
-0.011142848 -0.061056603 0.023908511
-0.0090175299 -0.061024934 0.020745037
-0.0076438035 -0.060973361 0.020434393
0.0052209338 -0.061506402 0.024086468
0.0091328286 -0.061074272 0.022038799
0.010515875 -0.060943395 0.025207713
0.012480366 -0.060784895 0.025645295
0.014599118 -0.060798902 0.02283024
0.017483704 -0.061216354 0.021015653
0.018931791 -0.060879484 0.022223609
0.02124246 -0.060979579 0.022573642
0.022962702 -0.06091354 0.023655126
0.024934847 -0.060803674 0.024752406
0.026939763 -0.060596615 0.02707831
-0.027008686 -0.05835817 0.026803315
-0.024957687 -0.058948994 0.02588388
-0.022967594 -0.058914438 0.025913343
-0.020943867 -0.059084963 0.02535796
-0.018995991 -0.058889538 0.024854816
-0.016846608 -0.058758896 0.024661172
-0.014881431 -0.058631927 0.024269119
-0.012736666 -0.058614377 0.021938434
-0.011019015 -0.058885176 0.021056414
-0.0095856879 -0.059305333 0.020734051
0.01103026 -0.059268665 0.025103895
0.01281759 -0.059222952 0.021443151
0.015278919 -0.05908614 0.023179591
0.017244309 -0.058923353 0.023196643
0.019029755 -0.058556177 0.022554947
0.021003932 -0.059053469 0.023589566
0.023048339 -0.058943994 0.02281235
0.025028585 -0.058872197 0.025551153
0.026976129 -0.058843631 0.027768418
0.028595362 -0.058699541 0.029554311
0.030476082 -0.058479287 0.031828403
-0.028460475 -0.056417502 0.02831188
-0.026840961 -0.056960005 0.028306549
-0.024987228 -0.056863442 0.027942862
-0.023001458 -0.056857169 0.027035004
-0.02112033 -0.056993984 0.025457801
-0.018984057 -0.056945603 0.025405891
-0.016869405 -0.05703976 0.023657445
-0.014977891 -0.057188958 0.02363711
-0.013149162 -0.056821626 0.021725675
-0.010926398 -0.056595013 0.021038571
-0.0094927978 -0.056614202 0.020847054
0.012853852 -0.056920093 0.020748835
0.014814569 -0.056835022 0.021123242
0.017332613 -0.056866247 0.022920216
0.018913874 -0.056791354 0.022679735
0.020869529 -0.056965549 0.025272774
0.023224639 -0.057032242 0.022939779
0.025092572 -0.056821957 0.024750082
0.026893705 -0.056889907 0.027396102
0.028837359 -0.056768522 0.03116139
0.030705545 -0.057118442 0.031208735
0.039031085 -0.056377303 0.027764084
-0.030323511 -0.05403427 0.028756356
-0.028661447 -0.05453876 0.030303167
-0.026838109 -0.054874677 0.029669171
-0.024945531 -0.054976255 0.029034192
-0.022907853 -0.054938853 0.027149271
-0.02087977 -0.054947417 0.025996814
-0.019039756 -0.055151451 0.024566241
-0.017043134 -0.054935813 0.022867879
-0.014952892 -0.055097032 0.022579839
-0.012882334 -0.055000175 0.021216882
-0.010921495 -0.055138309 0.020929299
-0.0094878953 -0.055157498 0.020737784
0.015352231 -0.055198226 0.020248165
0.017492965 -0.055236064 0.021540821
0.019226056 -0.055157151 0.024549399
0.021196594 -0.055033375 0.024013638
0.023059981 -0.055155754 0.023610709
0.02486854 -0.054898046 0.025711758
0.027062988 -0.054983869 0.028000683
0.029033707 -0.055014461 0.029997274
0.030581871 -0.054678746 0.031523403
0.033140026 -0.054770328 0.031579606
0.03456312 -0.054320194 0.03518302
0.038965967 -0.054553837 0.030426698
-0.030451536 -0.05273414 0.032642074
-0.028737703 -0.052821707 0.032468282
-0.026892271 -0.052835554 0.03047334
-0.025059823 -0.052892774 0.030134339
-0.022917688 -0.053068954 0.027765485
-0.0208524 -0.05296899 0.026232088
-0.018937264 -0.05310436 0.024697881
-0.017162284 -0.052862238 0.022429373
-0.014950926 -0.052768342 0.021953546
-0.012574978 -0.052731194 0.020858066
-0.010914141 -0.052953262 0.020765396
-0.0094805416 -0.052972451 0.020573879
0.017537823 -0.053622738 0.020317424
0.019199647 -0.053121705 0.021474337
0.021478111 -0.053192157 0.021538738
0.023063358 -0.053064466 0.023223624
0.024786556 -0.053022668 0.025000378
0.027029658 -0.0531631 0.026736159
0.028951334 -0.052878905 0.029107703
0.030894944 -0.0529419 0.031774215
0.032890245 -0.052697279 0.033918388
0.034741856 -0.052606866 0.034410316
0.037084732 -0.052614018 0.034753222
-0.032150235 -0.051077455 0.034435079
-0.030868413 -0.050721552 0.034364454
-0.028965563 -0.051037785 0.033176716
-0.026731897 -0.051008735 0.030966815
-0.024929313 -0.050990313 0.030241003
-0.022958202 -0.050996929 0.02804058
-0.020943729 -0.051024679 0.026283458
-0.019126462 -0.050982472 0.0251095
-0.017064609 -0.051044833 0.02339654
-0.015085784 -0.050980207 0.022128254
-0.013154485 -0.050893657 0.020455789
-0.010906786 -0.050768204 0.020601489
-0.0094731878 -0.050787393 0.020409973
0.015639912 -0.051738258 0.020072864
0.021118481 -0.051388949 0.02112418
0.023012517 -0.050942451 0.021724727
0.025038889 -0.05106917 0.024019584
0.026848434 -0.050999496 0.025517374
0.028952338 -0.050892163 0.027945708
0.030965699 -0.05101417 0.031015808
0.032787938 -0.05097042 0.033168048
0.034616567 -0.050880216 0.034467798
